scenario,fixed_share_assumption,model,stage,date,actual_revenue_gbp_blended,predicted_revenue_gbp_blended,revenue_error_gbp,abs_revenue_error_gbp
main_extended,0.9,ElasticNet,validation,2023-10-01,3106.0797227489625,2341.9727239214044,-764.1069988275581,764.1069988275581
main_extended,0.9,ElasticNet,validation,2023-11-01,2552.899381848526,2041.5197377365917,-511.37964411193434,511.37964411193434
main_extended,0.9,ElasticNet,validation,2023-12-01,2705.0564354111907,2025.7168176652299,-679.3396177459608,679.3396177459608
main_extended,0.9,ExtraTrees,test,2024-01-01,3024.7131851001054,3207.3618806052277,182.6486955051223,182.6486955051223
main_extended,0.9,ExtraTrees,test,2024-02-01,2845.398592577748,3144.7064739949456,299.3078814171977,299.3078814171977
main_extended,0.9,ExtraTrees,test,2024-03-01,2862.8323412659324,3132.3702468499714,269.537905584039,269.537905584039
main_extended,0.9,ExtraTrees,test,2024-04-01,3335.702738573963,3132.90489478232,-202.79784379164312,202.79784379164312
main_extended,0.9,ExtraTrees,test,2024-05-01,3156.0143376319156,3334.478434992317,178.4640973604014,178.4640973604014
main_extended,0.9,ExtraTrees,test,2024-06-01,3385.3747916298125,3356.9999511679985,-28.374840461814074,28.374840461814074
main_extended,0.9,ExtraTrees,test,2024-07-01,3563.0609374554992,3673.7441669321506,110.68322947665138,110.68322947665138
main_extended,0.9,ExtraTrees,test,2024-08-01,3725.673425210064,3502.900393164268,-222.7730320457963,222.7730320457963
main_extended,0.9,ExtraTrees,test,2024-09-01,3291.129951032427,3214.671029853215,-76.45892117921221,76.45892117921221
main_extended,0.9,ExtraTrees,test,2024-10-01,3195.178357324487,3154.0124756209257,-41.165881703561354,41.165881703561354
main_extended,0.9,ExtraTrees,test,2024-11-01,2262.2030284486414,2758.9180583147036,496.7150298660622,496.7150298660622
main_extended,0.9,ExtraTrees,test,2024-12-01,2514.695343535093,2747.462296583929,232.76695304883606,232.76695304883606
main_extended,0.9,ExtraTrees,validation,2023-01-01,3156.6309540305083,2805.959741504485,-350.6712125260233,350.6712125260233
main_extended,0.9,ExtraTrees,validation,2023-02-01,3091.809662106697,2978.756426956364,-113.05323515033297,113.05323515033297
main_extended,0.9,ExtraTrees,validation,2023-03-01,3566.763681371131,3065.161827128062,-501.60185424306883,501.60185424306883
main_extended,0.9,ExtraTrees,validation,2023-04-01,3586.5570921979906,3401.3083756472165,-185.24871655077413,185.24871655077413
main_extended,0.9,ExtraTrees,validation,2023-05-01,3531.7442312060552,3261.6742858349335,-270.0699453711218,270.0699453711218
main_extended,0.9,ExtraTrees,validation,2023-06-01,3078.8736846353195,3087.646679049913,8.77299441459354,8.77299441459354
main_extended,0.9,ExtraTrees,validation,2023-07-01,3401.502805080048,2941.5879673287573,-459.91483775129063,459.91483775129063
main_extended,0.9,ExtraTrees,validation,2023-08-01,3285.298088370389,2918.9288870497076,-366.36920132068144,366.36920132068144
main_extended,0.9,ExtraTrees,validation,2023-09-01,3165.6950946229263,2732.7232257282117,-432.9718688947146,432.9718688947146
main_extended,0.9,ExtraTrees,validation,2023-10-01,3106.0797227489625,2506.5863726700914,-599.4933500788711,599.4933500788711
main_extended,0.9,ExtraTrees,validation,2023-11-01,2552.899381848526,2275.5421610199487,-277.3572208285773,277.3572208285773
main_extended,0.9,ExtraTrees,validation,2023-12-01,2705.0564354111907,2204.8546927396287,-500.201742671562,500.201742671562
main_extended,0.9,Ridge,test,2024-01-01,3024.7131851001054,3140.188270962407,115.47508586230151,115.47508586230151
main_extended,0.9,Ridge,test,2024-02-01,2845.398592577748,3191.766655276852,346.36806269910403,346.36806269910403
main_extended,0.9,Ridge,test,2024-03-01,2862.8323412659324,3636.0092933769197,773.1769521109873,773.1769521109873
main_extended,0.9,Ridge,test,2024-04-01,3335.702738573963,3446.043284484131,110.3405459101682,110.3405459101682
main_extended,0.9,Ridge,test,2024-05-01,3156.0143376319156,3262.689869839402,106.67553220748641,106.67553220748641
main_extended,0.9,Ridge,test,2024-06-01,3385.3747916298125,3483.4848763413984,98.11008471158584,98.11008471158584
main_extended,0.9,Ridge,test,2024-07-01,3563.0609374554992,3782.7298751356116,219.66893768011232,219.66893768011232
main_extended,0.9,Ridge,test,2024-08-01,3725.673425210064,3838.8907202204227,113.21729501035861,113.21729501035861
main_extended,0.9,Ridge,test,2024-09-01,3291.129951032427,3367.4043147236484,76.27436369122142,76.27436369122142
main_extended,0.9,Ridge,test,2024-10-01,3195.178357324487,3370.0843264302084,174.9059691057214,174.9059691057214
