date,generation_mwh_per_mw,asset_id,asset_name,technology,latitude,longitude,capacity_mw,ownership_fraction,generation_mwh_est,generation_mwh_est_owned,temp_2m_k,temp_2m_c,precip_m,precip_mm,solar_radiation_j_m2,wind_u10,wind_v10,wind_speed_10m,selected_grid_lat,selected_grid_lon,country,ownership_pct,operational_status,start_of_operations,commissioning_year,portfolio_capacity_pct,remaining_asset_life_years,power_price_gbp_mwh,generation_per_mw,revenue_proxy_gbp,year,month,pre_operational_flag,temp_2m_c_lag1,precip_mm_lag1,solar_radiation_j_m2_lag1,wind_speed_10m_lag1,power_price_gbp_mwh_lag1,temp_2m_c_roll3_mean,precip_mm_roll3_mean,solar_radiation_j_m2_roll3_mean,wind_speed_10m_roll3_mean,temp_2m_c_anomaly,precip_mm_anomaly,solar_radiation_j_m2_anomaly,wind_speed_10m_anomaly
2020-04-01,0.2087999999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.8024,2.4492239999999996,280.50748,7.357483,0.0007688292,0.76882917,16283468.0,-0.58832455,0.16813469,0.6118783,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,11.537584289190129,0.10648799999999999,28.258128343107398,2020,4,1,4.0966797,3.0854502,9192442.0,1.7300391,14.295958950201882,3.9034932333333336,5.392236833333333,5033200.0,3.1528856666666663,0.8030352285714288,-1.2175941399999997,3162030.571428571,-0.20050826285714296
2020-05-01,0.207576,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.774248,2.43486648,283.40063,10.250641,0.0013030169,1.3030169,19080824.0,0.868021,0.38786507,0.95073646,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,10.894014227642275,0.10586376,26.525470075529267,2020,5,1,7.357483,0.76882917,16283468.0,0.6118783,11.537584289190129,4.845774366666666,4.256744123333333,9947700.0,2.1303643666666665,0.006792285714285029,-1.1741108285714283,3422063.7142857146,0.20227437714285723
2020-06-01,0.21744,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.00112,2.5505712000000003,286.3046,13.154602,0.00455661,4.5566096,16138548.0,-0.17116547,0.1361866,0.21873364,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,12.81415534656914,0.11089440000000002,32.68341557928527,2020,6,1,10.250641,1.3030169,19080824.0,0.95073646,10.894014227642275,7.2349345666666665,1.7190987566666667,14852244.666666666,1.0975512866666666,0.09966585714285792,1.8541548142857143,-818834.5714285709,-0.7489143671428571
2020-07-01,0.232872,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.356056000000001,2.7315885600000005,285.609,12.459015,0.0042461194,4.2461195,12737150.0,1.9087114,0.8098936,2.0734289,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,13.83346459537572,0.11876472000000002,37.787333633893354,2020,7,1,13.154602,4.5566096,16138548.0,0.21873364,12.81415534656914,10.254242,2.209485223333333,17167613.333333332,0.5937827999999999,-1.9783587142857133,1.223277371428571,-2012663.1428571437,0.6407708357142858
2020-08-01,0.2046,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.705800000000001,2.3999580000000007,287.19556,14.045563,0.005175047,5.175047,12837680.0,-0.4455471,0.13686752,0.46609545,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,17.780561533288502,0.10434600000000004,42.67260089630802,2020,8,1,12.459015,4.2461195,12737150.0,2.0734289,13.83346459537572,11.954752666666666,3.368582,15985507.333333334,1.0809663333333333,0.1634915714285725,1.014716728571429,856306.2857142854,-1.0573299857142857
2020-09-01,0.26496,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.094079999999999,3.1079807999999995,284.08167,10.931671,0.0022892526,2.2892525,9011783.0,1.0483236,0.78658676,1.310611,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,21.54893876130828,0.1351296,66.9736879305219,2020,9,1,14.045563,5.175047,12837680.0,0.46609545,17.780561533288502,13.219726666666666,4.6592587,13904459.333333334,0.9194193300000001,-0.9132518571428587,-0.41639222857142855,1167823.3571428573,-0.07825506571428575
2020-10-01,0.283464,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.519672,3.32503272,281.22656,8.076569,0.0050068176,5.006818,4774598.5,0.88497066,0.5358734,1.0345691,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,20.8460955907102,0.14456664,69.31394992335913,2020,10,1,10.931671,2.2892525,9011783.0,1.310611,21.54893876130828,12.478749666666667,3.903473,11528871.0,1.28337845,-0.7507580571428587,0.8488718428571431,514424.4142857138,-0.4251427042857143
2020-11-01,0.31536,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.253280000000001,3.699172800000001,279.6095,6.459503,0.0044103577,4.4103575,2319224.0,1.4357643,1.9314613,2.4066496,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,20.643395061728395,0.16083360000000005,76.36348551200001,2020,11,1,8.076569,5.006818,4774598.5,1.0345691,20.8460955907102,11.017934333333335,4.157039166666666,8874687.166666666,0.93709185,0.815826228571428,1.4164070428571427,219264.57142857136,0.6137639571428573
2020-12-01,0.288672,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.639456000000001,3.3861225600000004,276.1946,3.0446167,0.005122736,5.122736,1394104.0,0.63439655,0.76899433,0.9969008,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,27.299942722371966,0.14722272000000003,92.44095193893155,2020,12,1,6.459503,4.4103575,2319224.0,2.4066496,20.643395061728395,8.489247666666666,3.9021426666666663,5368535.166666667,1.5839432333333334,-0.687983957142857,1.7061413714285716,287004.85714285704,-0.5501788285714283
2021-01-01,0.235104,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.407392,2.75776992,273.51712,0.36712646,0.004173037,4.173037,2122532.0,0.44861412,-0.42459202,0.6176836,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,35.66432432432432,0.11990303999999999,98.35400083874593,2021,1,1,3.0446167,5.122736,1394104.0,0.9969008,27.299942722371966,5.860229566666667,4.8466371666666666,2829308.8333333335,1.4793731666666667,-2.2620064485714284,1.3403311714285717,342506.2857142857,-1.5676533857142858
2021-02-01,0.3696,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,8.500800000000002,4.335408000000001,275.64667,2.4966736,0.006180548,6.180548,4320268.0,-1.1608601,1.6599131,2.0255635,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,28.446,0.18849600000000005,123.32501596800003,2021,2,1,0.36712646,4.173037,2122532.0,0.6176836,35.66432432432432,3.2904153866666666,4.5687101666666665,1945286.6666666667,1.3404113333333332,-1.1338500714285713,1.9747042714285712,508975.42857142864,-0.4941415285714288
2021-03-01,0.300576,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.913248,3.52575648,278.11322,4.9632263,0.0031112698,3.1112697,8287817.0,1.7222843,1.1769676,2.0860288,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,27.57497084548105,0.15329376,97.2226321442659,2021,3,1,2.4966736,6.180548,4320268.0,2.0255635,28.446,1.9694722533333333,5.158773666666667,2612301.3333333335,1.2133826333333333,0.49715747142857136,-0.03425481428571464,557933.7857142854,0.4879003428571427
2021-04-01,0.14184,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.26232,1.6637832,277.5984,4.448395,0.0009218377,0.9218377,17192188.0,0.18618679,-0.78249836,0.80434394,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,32.23413012221424,0.0723384,53.630604163954,2021,4,1,4.9632263,3.1112697,8287817.0,2.0860288,27.57497084548105,2.6090087866666667,4.488284899999999,4910205.666666667,1.5764252999999997,-2.1060527714285717,-1.0645856099999997,4070750.571428571,-0.008042622857142967
2021-05-01,0.165168,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.798864,1.93742064,280.96295,7.812958,0.004470042,4.4700418,16146734.0,0.12787724,0.11750603,0.17366707,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,35.56964998249913,0.08423568000000001,68.91337403366946,2021,5,1,4.448395,0.9218377,17192188.0,0.80434394,32.23413012221424,3.969431633333333,3.4045518,9933424.333333334,1.6386454133333335,-2.430890714285715,1.9929140714285714,487973.71428571455,-0.5747950128571427
2021-06-01,0.16632,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.8253600000000008,1.9509336000000004,286.1349,12.984894,0.0010054342,1.0054342,16193744.0,0.5073414,0.55762863,0.7538866,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,39.53568,0.08482320000000002,77.13148651084802,2021,6,1,7.812958,4.4700418,16146734.0,0.17366707,35.56964998249913,5.741526433333334,2.8343830666666663,13875579.666666666,1.0213466033333332,-0.07004214285714205,-1.6970205857142855,-763638.5714285709,-0.21376140714285718
2021-07-01,0.0773759999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,1.7796479999999997,0.9076204799999998,289.1561,16.006104,0.0019796893,1.9796894,18899950.0,0.42277622,-0.20959282,0.47187805,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,47.02043682795699,0.03946175999999999,42.67671144359999,2021,7,0,12.984894,1.0054342,16193744.0,0.7538866,39.53568,8.415415666666666,2.1324378999999998,16510888.666666666,0.5772992033333333,1.5687302857142864,-1.0431527285714288,4150136.8571428563,-0.9607800142857144
2021-08-01,0.148056,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.4052880000000005,1.7366968800000002,286.96954,13.81955,0.0025263277,2.5263278,12718826.0,0.4101143,0.35709953,0.5437957,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,53.14787491593813,0.07550856000000002,92.30174854514003,2021,8,0,16.006104,1.9796894,18899950.0,0.47187805,47.02043682795699,12.267985333333334,2.4850551333333333,17080142.666666668,0.46647723999999996,-0.0625214285714275,-1.6340024714285715,737452.2857142854,-0.9796297357142858
2021-09-01,0.1764,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.0572,2.069172,286.60022,13.450226,0.002867781,2.8677812,8858420.0,0.74066925,1.018362,1.2592268,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,88.91715526224384,0.089964,183.9848879882876,2021,9,0,13.81955,2.5263278,12718826.0,0.5437957,53.14787491593813,14.270182666666665,1.8371504666666667,15937506.666666666,0.58985345,1.6053031428571423,0.16213647142857157,1014460.3571428573,-0.12963926571428575
2021-10-01,0.329592,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.580616,3.86611416,282.90735,9.757355,0.008298817,8.298817,4080946.8,1.635086,1.7985744,2.4307153,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,82.48668796234028,0.16809192,318.9029523427053,2021,10,0,13.450226,2.8677812,8858420.0,1.2592268,88.91715526224384,14.425293333333334,2.4579328,13492398.666666666,0.7583001833333333,0.9300279428571425,4.140870842857143,-179227.28571428638,0.9710034957142859
2021-11-01,0.2973599999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.839279999999999,3.4880327999999996,278.9419,5.7919006,0.002318223,2.318223,2551216.0,2.1250477,0.16673851,2.131579,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,91.97733055265904,0.15165359999999997,320.8199458241168,2021,11,0,9.757355,8.298817,4080946.8,2.4307153,82.48668796234028,12.342376999999999,4.564308666666666,8552730.933333334,1.4112459333333334,0.14822382857142813,-0.6757274571428571,451256.57142857136,0.338693357142857
2021-12-01,0.258168,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.937864,3.0283106400000004,276.82336,3.6733704,0.0029935655,2.9935656,1155988.0,0.33857822,0.57353973,0.6660203,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,113.61440107671602,0.13166568,344.0596996378466,2021,12,0,5.7919006,2.318223,2551216.0,2.131579,91.97733055265904,9.666493866666668,4.4949404,5163527.600000001,1.9405070333333334,-0.05923025714285712,-0.423029028571428,48888.85714285704,-0.8810593285714283
2022-01-01,0.325872,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.495056,3.82247856,276.77014,3.6201477,0.0015446501,1.5446501,2194004.0,2.460763,1.2275286,2.749942,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,93.00229061553986,0.16619472,355.49926190879034,2022,1,0,3.6733704,2.9935656,1155988.0,0.6660203,113.61440107671602,6.407542,4.536868533333333,2596050.2666666666,1.7427715333333331,0.9910147914285714,-1.2880557285714282,413978.2857142857,0.5646050142857142
2022-02-01,0.431424,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,9.922752,5.060603520000001,277.32904,4.1790466,0.0058660754,5.8660755,4207534.0,3.4891672,1.9256134,3.9852571,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,78.62478600669891,0.22002624000000004,397.8888688247473,2022,2,0,3.6201477,1.5446501,2194004.0,2.749942,93.00229061553986,4.361806233333334,2.2854795666666665,1967069.3333333333,1.8491804333333333,0.5485229285714293,1.6602317714285713,396241.42857142864,1.4655520714285712
2022-03-01,0.2321279999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.338944,2.72286144,278.62704,5.477051,0.0019826295,1.9826295,9818267.0,-0.71004295,0.7851858,1.0586207,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,118.72111185983827,0.11838528,323.26113759708034,2022,3,0,4.1790466,5.8660755,4207534.0,3.9852571,78.62478600669891,3.824188233333333,3.4680970666666666,2519175.3333333335,2.4670731333333333,1.010982171428572,-1.1628950142857144,2088383.7857142854,-0.539507757142857
2022-04-01,0.20808,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.785839999999999,2.4407783999999997,279.94266,6.7926636,0.0017619006,1.7619007,13723002.0,-0.0350914,-0.12718868,0.13194077,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,86.79079652173914,0.10612079999999999,211.837101469056,2022,4,0,5.477051,1.9826295,9818267.0,1.0586207,118.72111185983827,4.4254151,3.131118366666667,5406601.666666667,2.5979399333333335,0.23821582857142864,-0.22452260999999973,601564.5714285709,-0.6804457928571429
2022-05-01,0.2618879999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.023423999999999,3.0719462399999995,283.33444,10.184448,0.0033351243,3.3351243,15073014.0,1.5657063,1.3754187,2.0840375,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,60.386507402422616,0.13356287999999997,185.5041043616043,2022,5,0,6.7926636,1.7619007,13723002.0,0.13194077,86.79079652173914,5.4829204,3.2035352333333336,9249601.0,1.7252728566666669,-0.05940071428571514,0.8579965714285716,-585746.2857142854,1.335575417142857
2022-06-01,0.2131199999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.9017599999999995,2.4998975999999997,285.65753,12.507538,0.0029124136,2.9124136,18393248.0,0.7632761,1.3153486,1.5207671,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,78.65960654596101,0.10869119999999999,196.6409616211922,2022,6,0,10.184448,3.3351243,15073014.0,2.0840375,60.386507402422616,7.484720866666667,2.3598848333333335,12871427.666666666,1.09153299,-0.5473981428571424,0.20995881428571428,1435865.428571429,0.5531190928571429
2022-07-01,0.19344,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.44912,2.2690512,288.0365,14.886505,0.0025487298,2.5487297,16381160.0,1.7042465,0.597456,1.8059374,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,116.7932560483871,0.09865439999999999,265.0098777885,2022,7,0,12.507538,2.9124136,18393248.0,1.5207671,78.65960654596101,9.828216533333334,2.6698128666666663,15729754.666666666,1.24558179,0.4491312857142855,-0.4741124285714289,1631346.8571428563,0.3732793357142856
2022-08-01,0.166656,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.833088,1.95487488,287.86652,14.716522,0.002907677,2.9076772,14475132.0,0.7381592,0.61184216,0.9587647,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,176.66402553763442,0.08499456,345.3560657232,2022,8,0,14.886505,2.5487297,16381160.0,1.8059374,116.7932560483871,12.526163666666667,2.9320892,16615807.333333334,1.8035806666666667,0.8344505714285724,-1.252653071428571,2493758.2857142854,-0.5646607357142858
2022-09-01,0.20592,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.73616,2.4154416,285.08838,11.938385,0.0022105293,2.2105293,4846995.5,0.25309086,-0.37430954,0.45184356,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,130.03633950401675,0.1050192,314.0951839497254,2022,9,0,14.716522,2.9076772,14475132.0,0.9587647,176.66402553763442,14.036855000000001,2.7896068333333335,16416513.333333334,1.4284897333333333,0.09346214285714183,-0.4951154285714283,-2996964.1428571427,-0.9370225057142858
2022-10-01,0.354888,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,8.162424,4.16283624,283.22943,10.079437,0.0033224786,3.3224785,2520764.0,1.1216545,2.3364449,2.5917337,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,59.36809764309764,0.18099288,247.13966836854544,2022,10,0,11.938385,2.2105293,4846995.5,0.45184356,130.03633950401675,13.847137333333334,2.5556454,11901095.833333334,1.0721818866666666,1.2521099428571425,-0.835467657142857,-1739410.0857142862,1.1320218957142856
2022-11-01,0.30744,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.07112,3.6062712,280.14532,6.995331,0.0026901944,2.6901944,1220934.0,0.5104284,2.224206,2.282023,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,67.81325460229246,0.1567944,244.55298705051476,2022,11,0,10.079437,3.3224785,2520764.0,2.5917337,59.36809764309764,12.244781333333334,2.8135616666666667,7280963.833333333,1.3341139866666667,1.3516542285714284,-0.303756057142857,-879025.4285714286,0.4891373571428572
2022-12-01,0.2693279999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.194543999999999,3.1592174399999995,274.8812,1.7312012,0.0019767962,1.9767962,754426.0,0.6836462,0.74085236,1.0080845,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,121.701467025572,0.13735727999999997,384.4813971007719,2022,12,0,6.995331,2.6901944,1220934.0,2.282023,67.81325460229246,9.671051,2.7410674,2862897.8333333335,1.7752000866666666,-2.001399457142857,-1.4397984285714283,-352673.14285714296,-0.5389951285714283
2023-01-01,0.35712,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,8.21376,4.189017600000001,276.2934,3.143402,0.002258868,2.258868,1134622.0,2.2013712,1.5427341,2.688134,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,65.67915122937016,0.18213120000000002,275.1311204528933,2023,1,0,1.7312012,1.9767962,754426.0,1.0080845,121.701467025572,6.2686564,2.6631563666666667,1498708.0,1.9606137333333333,0.5142690914285715,-0.5738378285714281,-645403.7142857143,0.5027970142857141
2023-02-01,0.286944,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.599712000000001,3.3658531200000006,278.174,5.0240173,0.0006047631,0.6047631,1976898.0,1.9350624,0.9944792,2.1756506,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,67.97368577810872,0.14634144000000002,228.7894423541469,2023,2,0,3.143402,2.258868,1134622.0,2.688134,65.67915122937016,3.956644733333333,2.3086195333333333,1036660.6666666666,1.9927471666666665,1.3934936285714286,-3.6010806285714287,-1834394.5714285714,-0.34405442857142887
2023-03-01,0.24924,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.73252,2.9235852,277.36395,4.2139587,0.0025960165,2.5960164,3812197.5,0.22299957,0.7304716,0.7637523,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,59.440904505716205,0.12711240000000001,173.78054868752523,2023,3,0,5.0240173,0.6047631,1976898.0,2.1756506,67.97368577810872,3.2995401666666666,1.6134757666666666,1288648.6666666667,1.9572896999999998,-0.2521101285714282,-0.5495081142857146,-3917685.7142857146,-0.8343761571428571
2023-04-01,0.1872,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.3056,2.195856,279.62216,6.472168,0.0010843937,1.0843937,6961388.0,-0.60158634,0.08611393,0.60771847,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,49.85648489058701,0.095472,109.47766148590483,2023,4,0,4.2139587,2.5960164,3812197.5,0.7637523,59.440904505716205,4.127126,1.8198825,2307905.8333333335,1.8758456333333333,-0.08227977142857146,-0.9020296099999998,-6160049.428571429,-0.20466809285714294
2023-05-01,0.122016,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,2.806368,1.43124768,284.12698,10.97699,0.0006813218,0.6813218,8960940.0,0.26064873,-0.17664051,0.31486446,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,39.52719268540467,0.06222816,56.573202827898406,2023,5,0,6.472168,1.0843937,6961388.0,0.60771847,49.85648489058701,5.236714666666667,1.4283910666666666,4250161.166666667,1.18237379,0.7331412857142858,-1.7958059285714283,-6697820.285714285,-0.43359762285714276
2023-06-01,0.15408,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,3.54384,1.8073584,288.43237,15.282379,0.0010788752,1.0788752,11047082.0,-0.72365856,0.5424967,0.90442485,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,43.18363446838082,0.0785808,78.04830449895762,2023,6,0,10.97699,0.6813218,8960940.0,0.31486446,39.52719268540467,7.2210389,1.4539106333333331,6578175.166666667,0.5621117433333334,2.227442857142858,-1.6235795857142856,-5910300.571428571,-0.0632231571428572
2023-07-01,0.25668,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.90364,3.0108564,286.49603,13.346039,0.002816757,2.816757,8141858.0,1.5368023,1.1562481,1.9231929,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,34.17635016835017,0.13090680000000002,102.90008263301819,2023,7,0,15.282379,1.0788752,11047082.0,0.90442485,43.18363446838082,10.910512333333335,0.9481969,8989803.333333334,0.6090025933333333,-1.0913347142857148,-0.2060851285714289,-6607955.142857144,0.4905348357142858
2023-08-01,0.207576,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,4.774248,2.43486648,286.8838,13.733795,0.0018316157,1.8316157,7002830.0,0.82729244,0.7030535,1.0856781,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,40.6085248655914,0.10586376,98.87633599747501,2023,8,0,13.346039,2.816757,8141858.0,1.9231929,34.17635016835017,13.201802666666666,1.5256513333333332,9383293.333333334,1.04749407,-0.14827642857142642,-2.3287145714285713,-4978543.714285715,-0.4377473357142858
2023-09-01,0.24336,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.5972800000000005,2.8546128000000004,286.42975,13.279755,0.0024314648,2.431465,4877243.0,0.51882935,1.3106108,1.4095689,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,41.51816255644321,0.12411360000000002,118.51827826610352,2023,9,0,13.733795,1.8316157,7002830.0,1.0856781,40.6085248655914,14.120737666666665,1.9090826333333333,8730590.0,1.30443195,1.4348321428571413,-0.27417972857142825,-2966716.6428571427,0.02070283428571429
2023-10-01,0.294624,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.776352,3.4559395200000003,282.34082,9.190826,0.0018351446,1.8351446,2517908.8,-0.12444019,0.32213402,0.34533417,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,43.175743106926696,0.15025824000000002,149.21275690859557,2023,10,0,13.279755,2.431465,4877243.0,1.4095689,41.51816255644321,13.453196333333333,2.3599459,6673977.0,1.4728133,0.36349894285714157,-2.322801557142857,-1742265.2857142864,-1.1143776342857143
2023-11-01,0.22968,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,5.28264,2.6941463999999997,277.81332,4.66333,0.0018267203,1.8267204,1385186.0,0.69308376,-0.18032837,0.7161588,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,45.5926668984701,0.11713679999999999,122.83331939091237,2023,11,0,9.190826,1.8351446,2517908.8,0.34533417,43.175743106926696,12.068125333333333,2.0327417666666667,4799327.266666667,0.94686039,-0.9803467714285716,-1.1672300571428573,-714773.4285714286,-1.076726842857143
2023-12-01,0.378696,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,8.710008,4.44210408,277.53558,4.3855896,0.0031657768,3.1657767,600980.0,1.3555603,0.9634609,1.6630697,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,33.370928043039676,0.19313496,148.23713561337297,2023,12,0,4.66333,1.8267204,1385186.0,0.7161588,45.5926668984701,9.044637,2.0311100000000004,2926779.266666667,0.82368729,0.6529889428571432,-0.25081792857142826,-506119.14285714296,0.11599007142857176
2024-01-01,0.3176879999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.306823999999999,3.726480239999999,275.6415,2.491516,0.0021858073,2.1858072,1082590.0,1.5804358,0.9532833,1.8456777,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,35.93129455279085,0.16202087999999995,133.8972591485947,2024,1,0,4.3855896,3.1657767,600980.0,1.6630697,33.370928043039676,6.079915199999999,2.2758805666666664,1501358.2666666666,0.9081875566666667,-0.13761690857142872,-0.646898628571428,-697435.7142857143,-0.3396592857142857
2024-02-01,0.3104159999999999,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,7.139568,3.64117968,277.91833,4.768341,0.0021780138,2.1780138,1784324.0,1.7103443,1.2837496,2.1385255,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,29.342624955052138,0.15831216,106.84176974419675,2024,2,0,2.491516,2.1858072,1082590.0,1.8456777,35.93129455279085,3.8468118666666666,2.3927681,1022918.6666666666,1.4083020666666666,1.1378173285714293,-2.0278299285714287,-2026968.5714285714,-0.3811795285714288
2024-03-01,0.287928,ONW_002,Crossdykes,onshore_wind,55.1941,-3.1698,23.0,0.51,6.622344,3.37739544,278.34766,5.1976624,0.0035640628,3.5640628,7014536.0,-0.7732849,0.673893,1.0257199,55.20000000000135,356.80000000001263,UK,51%,operational,2021-06-30,4,3%,26,31.551181818181817,0.14684328,106.56081759933818,2024,3,0,4.768341,2.1780138,1784324.0,2.1385255,29.342624955052138,3.881815533333333,2.5098659,1155964.6666666667,1.8824243000000003,0.7315935714285713,0.4185382857142854,-715347.2142857146,-0.5724085571428572
